PassengerId,Survived_pred,Probability
892,0,0.15925244424021065
893,0,0.4133695469042496
894,0,0.13064074580878626
895,0,0.1466007981111982
896,0,0.458563991819957
897,0,0.1795855447063313
898,1,0.8485708941279684
899,0,0.1687705544537267
900,1,0.7774237013142133
901,0,0.10339581761048654
902,0,0.14625593277626553
903,0,0.1570228822533041
904,1,0.8872879145997222
905,0,0.1600965659875954
906,1,0.9098473596091442
907,1,0.8884856233372906
908,0,0.13668559465298938
909,0,0.17123358333865776
910,0,0.41777834339691755
911,1,0.527218271560547
912,0,0.27015512528566177
913,1,0.5189031552996592
914,1,0.9010841495566728
915,0,0.28646955131517476
916,1,0.5135011837799283
917,0,0.1389240928951469
918,1,0.8939636934530292
919,0,0.16612655251973552
920,0,0.1561010278473751
921,0,0.1568900917930402
922,0,0.15570807918900242
923,0,0.13895080564645976
924,0,0.3384334918386675
925,0,0.3688745778906099
926,0,0.21618310337880567
927,0,0.18270393197681284
928,1,0.5152400860357711
929,1,0.5407042497607383
930,0,0.1471365622259934
931,0,0.2609561334836318
932,0,0.11056388261405342
933,0,0.15684637332653845
934,0,0.15749971295616666
935,1,0.8593785046676357
936,1,0.9109396303535137
937,0,0.14505068149098693
938,0,0.15971411017929177
939,0,0.1536562804999818
940,1,0.8112090423919495
941,0,0.506917720517563
942,0,0.18155390077071829
943,0,0.13408553009819973
944,1,0.7390278756096899
945,1,0.851466779097754
946,0,0.1331866374506383
947,0,0.1298908639847132
948,0,0.15377980935246474
949,0,0.1446972237079977
950,0,0.11767412838472248
951,1,0.8230244927995297
952,0,0.1604962264628342
953,0,0.14663487219410315
954,0,0.1562385210608726
955,1,0.8574745659678481
956,0,0.5079596537792054
957,1,0.8714084693198904
958,1,0.8553913174438222
959,0,0.15729007607206247
960,0,0.15495491002356557
961,0,0.2519900342242332
962,1,0.8572815509457308
963,0,0.14833956088230385
964,1,0.512386590159531
965,0,0.15708372363800818
966,1,0.8505507386693331
967,0,0.16067225432757035
968,0,0.14645950741545583
969,1,0.7991574367927833
970,0,0.1443836037176134
971,1,0.8572815509457308
972,1,0.6433342148183121
973,0,0.5
974,0,0.15661038377537892
975,0,0.14625593277626553
976,0,0.1335370053646521
977,0,0.15063963620002976
978,1,0.8548482225938644
979,1,0.5541472649866772
980,1,0.8531102153339384
981,1,0.869127703148256
982,0,0.45428185824889983
983,0,0.14609716014060706
984,1,0.9185366000168955
985,0,0.14645950741545583
986,0,0.16389840815888618
987,0,0.14488422428399253
988,1,0.7003823944957582
989,0,0.14715584440148974
990,1,0.5426365236409203
991,0,0.1517630598240853
992,1,0.8954020630208573
993,0,0.14043744895955287
994,0,0.1536562804999818
995,0,0.1449987772323667
996,1,0.8109866163319632
997,0,0.1702028318229933
998,0,0.15522126011223827
999,0,0.1536562804999818
1000,0,0.14734568384722008
1001,0,0.16133881626122953
1002,0,0.13404665667343985
1003,1,0.8531478962406086
1004,1,0.8516113352269767
1005,1,0.8551770233265594
1006,1,0.8028304583211443
1007,0,0.20635234702684413
1008,0,0.15497275490219567
1009,1,0.8325919291310502
1010,0,0.16236595958517105
1011,1,0.8532385593422008
1012,1,0.8504917621069233
1013,0,0.15439292369995394
1014,1,0.897037314779098
1015,0,0.14541433667688766
1016,0,0.1536562804999818
1017,1,0.7346284035137295
1018,0,0.14669238629375034
1019,1,0.7722812340581492
1020,0,0.15601613365442826
1021,0,0.14540723090340027
1022,0,0.1505921244576337
1023,0,0.15786323984647774
1024,0,0.2915908562728044
1025,0,0.14594004869133556
1026,0,0.15749413353743055
1027,0,0.14515559380057494
1028,0,0.1574616557091527
1029,0,0.14336914696860317
1030,1,0.5303065650581906
1031,0,0.20435781518861823
1032,0,0.21025662861955038
1033,1,0.8773217384155463
1034,0,0.2539227767395335
1035,0,0.15432053279226143
1036,0,0.15652597473838906
1037,0,0.1167452615177436
1038,0,0.15689497547236372
1039,0,0.14701659667719005
1040,0,0.15684637332653845
1041,0,0.13245577519861573
1042,1,0.8833486808559514
1043,0,0.15615374120944295
1044,0,0.15481625344219768
1045,0,0.5
1046,0,0.09854052944655398
1047,0,0.1447678323472566
1048,1,0.848549881743686
1049,1,0.529597047406672
1050,0,0.15652597473838906
1051,1,0.6143614898563671
1052,1,0.8530886533088268
1053,1,0.6065336359733602
1054,1,0.856402644043461
1055,0,0.14509329267280197
1056,0,0.15554886635390394
1057,0,0.4387374513592069
1058,0,0.1702846171485667
1059,0,0.09512309595805096
1060,1,0.8500567836002316
1061,1,0.537494019363731
1062,0,0.14580308786383728
1063,0,0.15677471888163202
1064,0,0.12189097265830573
1065,0,0.15560527045436098
1066,0,0.15396733228838821
1067,1,0.9183288484698043
1068,1,0.8797502274339262
1069,0,0.2647695840623709
1070,1,0.6605124301057104
1071,1,0.6485220995540206
1072,0,0.1443836037176134
1073,0,0.2403924573969961
1074,1,0.8895036772772573
1075,0,0.1536562804999818
1076,1,0.8758200607827685
1077,0,0.15701400230971074
1078,1,0.9186520592335411
1079,0,0.11544831119507859
1080,0,0.15693955253759248
1081,0,0.15491062571614567
1082,0,0.1384597655513833
1083,0,0.1568358869895086
1084,0,0.3574784000194148
1085,0,0.130363648439338
1086,1,0.8096398495413385
1087,0,0.15149757240810746
1088,1,0.6005224155788635
1089,1,0.5532468719234617
1090,0,0.1447164410512975
1091,1,0.5154842125465439
1092,1,0.8622123758692407
1093,1,0.8455379898503176
1094,0,0.40493200323639433
1095,1,0.9392937525535713
1096,0,0.1421631492559645
1097,0,0.15755084513211226
1098,1,0.8293810544395732
1099,0,0.1431924144030182
1100,1,0.8491025046569871
1101,0,0.14501299966480474
1102,0,0.17483314273602282
1103,0,0.14515728968984928
1104,0,0.25029598004761794
1105,1,0.7689425825400144
1106,0,0.2893692615214668
1107,0,0.15623105271700896
1108,1,0.8532767442244064
1109,0,0.2895039312774255
1110,1,0.891927568091188
1111,0,0.14645950741545583
1112,1,0.8574929277055546
1113,0,0.1485364412719988
1114,1,0.8464043017616861
1115,0,0.1482124104600729
1116,1,0.7835896404797535
1117,1,0.6481888266665565
1118,0,0.14566628865218417
1119,1,0.8531102153339384
1120,0,0.1678637717392021
1121,0,0.15099244576619802
1122,0,0.2666333640198835
1123,1,0.8836821074027323
1124,0,0.12275674527934859
1125,0,0.15373154993467686
1126,0,0.23613810454735187
1127,0,0.1503557254268003
1128,0,0.288562278568875
1129,0,0.1753424748939185
1130,1,0.8934509419349201
1131,1,0.9063297835405084
1132,1,0.7692314077596144
1133,1,0.795900418877415
1134,0,0.26391540115615014
1135,0,0.14624500385368897
1136,0,0.08225370755184533
1137,0,0.1614328979329134
1138,1,0.8639518540076437
1139,0,0.11019022226564573
1140,1,0.8532385593422008
1141,1,0.6864230806278666
1142,1,0.930590491376281
1143,0,0.15044602782713587
1144,0,0.21538655251901614
1145,0,0.14708529223251443
1146,0,0.15319337277830436
1147,0,0.14580308786383728
1148,0,0.1536562804999818
1149,0,0.14645950741545583
1150,1,0.8481940476034038
1151,0,0.14818601534992284
1152,0,0.12573519703033745
1153,0,0.14828661584856143
1154,1,0.8670422624475685
1155,1,0.8294863800897728
1156,0,0.13053563490712455
1157,0,0.14625593277626553
1158,0,0.15692061520801137
1159,0,0.14580308786383728
1160,1,0.5152400860357711
1161,0,0.16150655737021305
1162,0,0.1818975851418067
1163,0,0.1536562804999818
1164,1,0.8711916340883656
1165,1,0.8531723617043403
1166,0,0.15560186084290437
1167,1,0.8491875106473852
1168,0,0.14152151613277403
1169,0,0.14572185406235713
1170,0,0.13503900522740675
1171,0,0.14679055701424445
1172,1,0.5325298302707938
1173,1,0.7617415370732213
1174,1,0.8531102153339384
1175,1,0.8931534518304608
1176,1,0.8232558377033558
1177,0,0.1539051139698934
1178,0,0.14541433667688766
1179,0,0.18001805859442568
1180,0,0.15560527045436098
1181,0,0.14645950741545583
1182,0,0.15701962481592718
1183,1,0.8476435920048561
1184,0,0.15560527045436098
1185,0,0.16590391766106072
1186,0,0.1569908942270413
1187,0,0.1451552910092259
1188,1,0.9363980879493964
1189,0,0.1568900917930402
1190,0,0.15469174031540128
1191,0,0.14706195787256343
1192,0,0.15022089661782043
1193,0,0.1329380028797042
1194,0,0.11846193642366096
1195,0,0.14620480402448846
1196,1,0.8531102153339384
1197,1,0.7940324446318924
1198,0,0.3296926988245603
1199,1,0.7693717183254813
1200,0,0.17399242756064096
1201,0,0.43670712356277835
1202,0,0.15742704922406403
1203,0,0.16769706324454076
1204,0,0.14583565628784248
1205,1,0.8177330291846552
1206,1,0.8689688388577549
1207,1,0.8542527185397839
1208,0,0.40653389376258253
1209,0,0.1569093770153368
1210,0,0.14553159411323688
1211,0,0.14650154695646694
1212,0,0.1449987772323667
1213,0,0.15999500519930668
1214,0,0.14336914696860317
1215,0,0.15398280348234833
1216,1,0.8637788329554986
1217,0,0.14472825471812392
1218,1,0.7949461104920059
1219,0,0.18398182093206253
1220,0,0.13788376644841066
1221,0,0.15142012963120155
1222,1,0.7840935062843962
1223,0,0.15678369791103905
1224,0,0.15560186084290437
1225,1,0.7753069239893489
1226,0,0.14558594405182898
1227,0,0.15493504538370645
1228,0,0.14627367477601652
1229,0,0.11868751314432999
1230,0,0.16098205224513107
1231,0,0.15560527045436098
1232,0,0.16179646851725124
1233,0,0.14995856128901397
1234,0,0.4252268617611158
1235,1,0.7279702081667266
1236,0,0.08025006370414556
1237,1,0.5656571309224112
1238,0,0.14336914696860317
1239,1,0.6061175585781582
1240,0,0.14541274882534333
1241,1,0.8742005943989568
1242,1,0.8784428526634681
1243,0,0.1421631492559645
1244,0,0.24266538318692107
1245,0,0.14373101393951368
1246,1,0.7850497791371951
1247,0,0.15635326874779315
1248,1,0.7984182421203111
1249,0,0.14623407786454673
1250,0,0.1536562804999818
1251,0,0.43746741125599353
1252,0,0.18252042540787183
1253,1,0.9067976487890849
1254,1,0.8742005943989568
1255,0,0.1466007981111982
1256,1,0.8890014307830215
1257,0,0.41968650348682696
1258,0,0.15064251307513318
1259,1,0.6453668134139774
1260,1,0.876082887644567
1261,0,0.1315714655415327
1262,0,0.15690189659086873
1263,1,0.8518786440151525
1264,0,0.15984525604557834
1265,0,0.15641139144831231
1266,1,0.9043605499217618
1267,1,0.838735086136422
1268,0,0.3024775328437541
1269,0,0.15023606969370207
1270,0,0.15787694204935762
1271,0,0.1315734976494212
1272,0,0.1536562804999818
1273,0,0.15275617477950731
1274,1,0.5407770067647709
1275,0,0.479460084553361
1276,0,0.14319610995165133
1277,1,0.8532156760404331
1278,0,0.14505426481509434
1279,0,0.14779759178136256
1280,0,0.15518028314752272
1281,0,0.13089579534302687
1282,0,0.17042365686201005
1283,1,0.9010179380495006
1284,1,0.5265496379730782
1285,0,0.1543567117176707
1286,0,0.05506279259463085
1287,1,0.8880247756232379
1288,0,0.15237089291880337
1289,1,0.9118159841814288
1290,0,0.14666597681958018
1291,0,0.15611442195694744
1292,1,0.8671638327312924
1293,0,0.14059165619551162
1294,1,0.8945723106988122
1295,0,0.20668651739407218
1296,0,0.22422891715523371
1297,0,0.1545143929448724
1298,0,0.14617588703695317
1299,0,0.37621303171861487
1300,1,0.8530725085236923
1301,1,0.806037460405998
1302,1,0.8531102153339384
1303,1,0.8696804374488633
1304,1,0.5141668484937844
1305,0,0.14645950741545583
1306,1,0.8775630765745688
1307,0,0.15582106398629164
1308,0,0.14645950741545583
1309,0,0.1196946281449801
